mother,stepdaughter,category_for_map,,name,city,link,country,address,Latitude,Longitude
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of St. Iov the Long-suffering,Вісбаден,https://rocor.de/,Germany,"Christian-Spielmann-Weg 1,
65193 Wiesbaden",50.0975808,8.234752499999999
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Orthodox parish in the name of the Apostle and Evangelist John the Theologian,Віттліх,https://rocor.de/,Germany,"Arnold-Janssen-Straße 1,
54516 Wittlich",49.97775009999999,6.9265982
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Великобританська і Західно-Європейська єпархія РПЦЗ,Church of St. App. Peter and Paul,Віши,https://orthodox-europe.org,France,"Les Rochelles à Périgny
F–03120 Lapalisse, France",46.249253,3.526688
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Великобританська і Західно-Європейська єпархія РПЦЗ,All-Orthodox Chapel of the Life-giving Spring,Волсінгем,https://orthodox-europe.org,Great Britain,"A Pan-Orthodox Chapel on the grounds of
The Walsingham Shrine
Walsingham, NR22 6BP",52.8946704,0.8759113
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Гаазька і Нідерландська єпархія,Orthodox Monastery of the Nativity of John the Baptist in The Hague,Гаага,www.russian-diocese.nl,Netherlands,"1e Sweelinckstraat 54, 2517GE The Hague",52.083711,4.2885123
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,The community of St. John of Shanghai,Гайльбронн,https://rocor.de/,Germany,"Goppeltstr. 5,
74076 Heilbronn",49.1547949,9.2188736
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of St. Blessed Prokopius of Ustyug,Гамбург,https://rocor.de/,Germany,"Hagenbeckstr. 10,
22527 Hamburg",53.5842415,9.946950099999999
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of the Nativity of Christ,Ганновер,https://rocor.de/,Germany,"Plueschow Str. 6,
30163 Hannover",52.4037601,9.7396954
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,"Church of the Icon of the Mother of God ""Sign""",Ганновер,https://rocor.de/,Germany,"Königsworther Straße 12,
30167 Hannover",52.37680839999999,9.7216209
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Благочиння РПЦ МП в Швеції,Resurrection of Christ Parish,Гельсинборг,http://sweden.cerkov.ru/,Sweden,"Nedre Eneborgs vägen 7, 252 68 Helsingborg",56.0416331,12.7044525
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Orthodox parish in the name of St. Athanasius of Alexandria,Герольштайн,https://rocor.de/,Germany,"Sarresdorfer Str. 15,
54568 Gerolstein",50.2236195,6.6554897
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Orthodox parish,Гільдесхайм,https://rocor.de/,Germany,"St. Mauritius Kapelle, Bergstr. 57,
31137 Hildesheim",52.148357,9.9263391
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,The community of St. Princess Olga,Гомбург,https://rocor.de/,Germany,"Bodelschwinghstr. 5,
66424 Homburg",49.33581479999999,7.334149799999999
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of St. equal-to-the-apostle Mary Magdalene,Дармштадт,https://rocor.de/,Germany,"Mathildenhöhe,
64287 Darmstadt",49.8766962,8.6668723
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Parish of St. great martyr and the Healer Panteleimon,Деггендорф,https://rocor.de/,Germany,"Friedenskirche Am Stadtpark 1,
94469 Deggendorf",48.8453747,12.957855
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Community in Dillingen,Ділінген,https://rocor.de/,Germany,,48.580957651797505 ,10.492306985265088
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Parish of All Saints in Dingolfing,Дінгольфінг,https://rocor.de/,Germany,"Oberdingolfing 27,
84130 Dingolfing",48.6230595,12.500439
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,The community of St. Anna,Дюрен,https://rocor.de/,Germany,"St.Angela-Realschule-Kapelle, Bismarckstrasse 24,,
52351 Düren",50.8063553,6.4891149
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of St. Nicholas,Дюссельдорф-Нойс,https://rocor.de/,Germany,"Alexanderplatz 1,
41464 Düsseldorf-Neuss",51.1910608,6.672621899999999
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Великобританська і Західно-Європейська єпархія РПЦЗ,The mission of Great martyr Seraphim and St. Vincentia,Елче,https://orthodox-europe.org,Spain,"Iglesia de San Serafim Sarovskiy y San Vicente Diacono y Martir
Calle Porta la Morera 18, 03203 Elx, Elche",38.2911575,-0.6322614999999999
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,"Temple in honor of the icon of the Most Holy Mother of God ""Joy of all the sorrowful""",Енген,https://rocor.de/,Germany,"Jahnstr. 3a,
78234 Engen",47.854853,8.7760105
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of the Holy Trinity,Ерланген,https://rocor.de/,Germany,"Stintzingstr. 20,
91052 Erlangen",49.5815385,11.0075039
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,"Church of St. mts. Vera, Nadezhda, Lyubov and their mother Sophia",Етлінген,https://rocor.de/,Germany,"Friedhofweg 1,
86833 Ettringen",48.064122,10.6420721
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of St. Nicholas,Зальцгіттер-Лебенштедт,https://rocor.de/,Germany,"Posthof 16,
38226 Salzgitter-Lebenstedt",52.1538485,10.3255847
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of the Intercession of the Holy Mother of God,Зюдмослесфен,https://rocor.de/,Germany,"Diedrich-Dannemann-Strasse 234,
26203 Südmoslesfehn",53.1073811,8.1361759
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Community in the name of St. John of Shanghai,Ідар-Оберштайн-Гетчід,https://rocor.de/,Germany,"Göttschieder Str. 43,
55743 Idar-Oberstein-Goettschied",49.72206509999999,7.335276599999998
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,The temple of the holy Nicholas of Myrlikii the miracle worker,Інгольштадт,https://rocor.de/,Germany,"Esplanade 38,
85049 Ingolstadt",48.76885859999999,11.4250389
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Великобританська і Західно-Європейська єпархія РПЦЗ,Parish of the Kazan Icon of the Mother of God,Кардіфф,https://orthodox-europe.org,Great Britain,"The Church of St John the Evangelist
St John’s Crescent
Cardiff, CF5 1NX",51.4804144,-3.2025883
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of St. John of Shanghai,Карлсруе,https://rocor.de/,Germany,"Bernhard-Lichtenberg-Straße 46,
76189 Karlsruhe",48.98572,8.363629999999999
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of St. great martyr and healer Panteleimon,Кассель,https://rocor.de/,Germany,"Steinweg,
34117 Kassel",51.313871,9.5005532
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of St. great martyr and the healer Panteleimon,Кельн Порц-Вестховен,https://rocor.de/,Germany,"Neue Strasse 1,
51149 Köln Porz-Westhoven",50.9065179,7.018447099999999
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Parish in honor of equal-to-the-apostles Cyril and Methodius,Кірхгайм-унтер-Тек,https://rocor.de/,Germany,"Limburgerstr. 65,
73230 Kirchheim unter Teck",48.6422477,9.461188199999999
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Temple of the Intercession of the Mother of God and Saint Nicholas,Клагенфурт,https://rocor.de/,Austria,"Kaufmanngasse 11, Innere Stadt,
9020 Klagenfurt",46.62181520000001,14.3065605
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Великобританська і Західно-Європейська єпархія РПЦЗ,Monastery chapel of St. Panteleimon,Клактон-Он-Сі,https://orthodox-europe.org,Great Britain,"70 Jaywick Lane
Clacton-on-Sea
Essex CO16 8BB",51.7982625,1.1183331
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of Rev. Seraphim of Sarovsky,Клопенбург,https://rocor.de/,Germany,"Brookweg 26,
49661 Cloppenburg",52.8513448,8.0806664
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Parish in the name of Equal-to-the-Apostles Konstantin and Elena,Конц,https://rocor.de/,Germany,"Martinstr. 22,
54329 Konz",49.6953186,6.5753594
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Parish in honor of the holy martyr Clement Pope of Rome,Копенгаген,https://rocor.de/,Denmark,"Bredgade 53,
DK-1260 Copenhagen",55.6852416,12.5908269
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Community in honor of St. John of Shanghai,Котбус,https://rocor.de/,Germany,"Am Doll 4,
03046 Cottbus",51.7613998,14.3476045
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Parish in Künzelsau,Кюнцельзау,https://rocor.de/,Germany,"Stuttgarterstr.34,
74653 Künzelsau",49.2769786,9.6833942
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of St. Nikolay,Ландсхут,https://rocor.de/,Germany,"Regierungsplatz 541,
84028 Landshut",48.5370857,12.1558175
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Великобританська і Західно-Європейська єпархія РПЦЗ,Parish of Grand Duchess Elizaveta the New Martyr,Ліверпуль,https://orthodox-europe.org,Great Britain,"Rake Lane Cemetery
Rake Lane, Liscard, Wallasey. CH45 5DE",53.4270341,-3.0421126
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Великобританська і Західно-Європейська єпархія РПЦЗ,"The mission of St. Nicholas, wonderw.",Ліверпуль,https://orthodox-europe.org,Great Britain,Ліверпуль,53.4083714,-2.9915726
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Chapel of the Intercession of the Holy Mother of God,Лієнц-Пеггец,https://rocor.de/,Austria,"Am Tristacher-Steg 27,
9900 Lienz-Peggetz",46.82255259999999,12.7903572
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Великобританська і Західно-Європейська єпархія РПЦЗ,"Church of St. John of Rus, the confessor",Ліон,https://orthodox-europe.org,France,"4, Petite rue de la Viabert
F-69006 Lyon, France",45.766609,4.8637054
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Великобританська і Західно-Європейська єпархія РПЦЗ,Church of St. Nicholas the Wonderworker,Ліон,https://orthodox-europe.org,France,"5, rue Sainte-Geneviève
F–69006 Lyon, France",45.7678526,4.8650077
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Великобританська і Західно-Європейська єпархія РПЦЗ,Diocesan Cathedral of the Nativity of the Most Holy Theotokos and Holy Royal Martyrs,Лондон,https://orthodox-europe.org,Great Britain,"57 Harvard Road, Chiswick
London, W4 4ED",51.4898258,-0.276024
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of St. blessed Prokopius of Ustyug and Lyubets,Любек,https://rocor.de/,Germany,"Glockengiesserstr. 2,
23552 Lübeck",53.8691855,10.6900143
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Великобританська і Західно-Європейська єпархія РПЦЗ,Mission in Maastricht,Маастріхт,https://orthodox-europe.org,Netherlands,"6202 RB Maastricht
Postbus 4052, Holland",50.84830359999999,5.6709128
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Community of St. Luke of Crimea,Майєн,https://rocor.de/,Germany,"St.Veitkapelle, St.Veitstr. 41,
56727 Mayen",50.328779,7.2320031
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of St. the venerable great Prince Alexander Nevsky,Мангейм,https://rocor.de/,Germany,"Gärtnerstr. 10,
68169 Mannheim",49.49948,8.46339
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Великобританська і Західно-Європейська єпархія РПЦЗ,Church of St. Great Martyr George the Victorious,Марсель,https://orthodox-europe.org,France,"16, rue Clapier
F–13001 Marseille, France",43.3021708,5.3888223
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Великобританська і Західно-Європейська єпархія РПЦЗ,Church of the Resurrection of Christ,Медон,https://orthodox-europe.org,France,"8, rue des Bigots
F–92190 Meudon, France",48.8147223,2.2355958
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,The community of St. John of Rus in Memmingen,Меммінген,https://rocor.de/,Germany,"Eisenacher Weg 2,
87700 Memmingen",47.9900277,10.1585269
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Великобританська і Західно-Європейська єпархія РПЦЗ,"Church of the Icon of the Mother of God ""Joy of All Sorrowful Ones""",Ментон,https://orthodox-europe.org,France,"14, rue Paul-Morillot
F–06500 Menton, France",43.766747,7.4850841
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Великобританська і Західно-Європейська єпархія РПЦЗ,"Parish and College of the Mother of God ""Joy of All Sorrowful""",Меттінгем,https://orthodox-europe.org,Great Britain,"The College of Our Lady of Mettingham
The White House, Mettingham, Suffolk, NR23 1TP",52.456698,1.47076
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of St. equal-to-the-apostles Mary Magdalene,Мінден,https://rocor.de/,Germany,"Sedanstraße 19,
32423 Minden",52.2880043,8.9462078
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,"Community in honor of the icon of the Holy Mother of God ""Kazan""",Мюнстер,https://rocor.de/,Germany,"Hammerstraße 371,
48153 Münster",51.9278613,7.6289946
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Cathedral of St. New Martyrs and Confessors of Russia and St. Nicholas,Мюнхен,https://rocor.de/,Germany,"Lincolnstr. 58,
81549 München",48.0956355,11.5958371
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of St. Arch-strategist Mykhailo,Мюнхен-Людвігсфельд,https://rocor.de/,Germany,"Achatstr. 14,
80995 München-Ludwigsfeld",48.21694429999999,11.4896834
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Monastery of Rev. Iov Pochaevsky,Мюнхен-Оберменцінг,https://rocor.de/,Germany,"Hofbauernstr. 26,
81247 München-Obermenzing",48.1622209,11.4594911
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Community of the Holy Life-giving Trinity,Ноймюнстер,https://rocor.de/,Germany,"Anscharkirche Gemeindehaus Am Alten Kirchhof 4,
24534 Neumünster",54.0762012,9.9841999
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Великобританська і Західно-Європейська єпархія РПЦЗ,Parish of St. Alexander Nevsky,Норвіч,https://orthodox-europe.org,Great Britain,"134-138 Oak Street
Norwich NR3 3BP",52.63651720000001,1.2888933
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Community in honor of the Nativity of the Most Holy Theotokos,Нюрнберг,https://rocor.de/,Germany,"Neuselsbrunn, 6,
90489 Nürnberg",49.4138312,11.1149567
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of the Intercession of the Holy Mother of God,Ольденбург,https://rocor.de/,Germany,"Ammerländer Heerstr. 40,
26129 Oldenburg",53.1454082,8.1897503
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Великобританська і Західно-Європейська єпархія РПЦЗ,Church of St. faithful pince Alexander Nevsky,По,https://orthodox-europe.org,France,"18, rue Jean-Réveil
F–64000 Pau, France",43.3016647,-0.3669557
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of the Intercession of the Holy Mother of God,Регенсбург,https://rocor.de/,Germany,"Prüfeninger Straße 18,
93049 Regensburg",49.01900819999999,12.0803946
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Orthodox Church of St. Spyridon Trimifuntsky,Родінг,https://rocor.de/,Germany,"Ludwigstr. 5,
93426 Roding",49.1914394,12.5260929
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of the Iver Icon of the Mother of God,Розенхайм,https://rocor.de/,Germany,"c/o Altkatholische Gemeinde, Kaiserstr. 44-46,
83022 Rosenheim",47.8601246,12.1283427
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Community of the Church of the Assumption of the Virgin,Ройтлінген,https://rocor.de/,Germany,"Am Heilbrunnen 148, 72766 Reutlingen",48.5126115,9.2319813
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,"Church of St. the righteous Elizabeth, the tomb of St. Princess Elizaveta Mykhailivna",Саарбрюкен,https://rocor.de/,Germany,"Lindenhofstrasse 1,
66115 Saarbrücken",49.2494458,6.940436999999999
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Великобританська і Західно-Європейська єпархія РПЦЗ,Parish of Christ the Savior and Rev. Seraphim,Сан Ремо,https://orthodox-europe.org,Italy,"Via Nuvoloni, 2,
18038 Sanremo IM, Italy",43.8145991,7.770406599999999
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Великобританська і Західно-Європейська єпархія РПЦЗ,Mission of the All-Merciful Savior,Сент-Леонардс-Он-Сі,https://orthodox-europe.org,Great Britain,Сент-Леонардс-Он-Сі,50.85563819999999,0.5525772
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,The community of St. New Martyr Tsarina Alexandra,Сіген,https://rocor.de/,Germany,"Zwinglistrasse 1,
57080 Siegen",50.8573072,7.9979862
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Великобританська і Західно-Європейська єпархія РПЦЗ,The mission of St. David and St. Nikolay,Суонсі,https://orthodox-europe.org,Great Britain,"Vivian Hall, 82 Mumbles Rd,
Black Pill, Swansea SA3 5AS",51.5974833,-3.9954576
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Великобританська і Західно-Європейська єпархія РПЦЗ,Parish of St. Chad of Litchfield,Телфорд,https://orthodox-europe.org,Great Britain,"Worshipping at St Nicholas Serbian Church
Wellington Road, Telford, Shropshire TF2 8NQ",52.7240857,-2.4317018
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of the Kazan Mother of God,Унтеркірнах Шварцвальд,https://rocor.de/,Germany,"Kirnachtal 3-5,
78089 Unterkirnach-Schwarzwald",48.0731155,8.3887793
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,The community of St. Apostles Peter and Paul,Фленсбург,https://rocor.de/,Germany,"Bauer Landstraße 17,
24534 Flensburg",54.8009555,9.4200208
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of St. Prince Volodymyr,Франкфурт-Хаузен,https://rocor.de/,Germany,"Am Industriehof 18,
60487 Frankfurt-Hausen",50.12984119999999,8.623021999999999
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of Rev. Grand Duchess Euphrosyne of Moscow,Фройденштадт,https://rocor.de/,Germany,"Parkweg 13,
72250 Freudenstadt",48.46159910000001,8.4288685
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,РПЦ в Данії,Saint Nicholas Parish in Hobro,Хобро,https://ortodoxy.dk/,Denmark,"Onsildgade 1, 9500  Hobro",56.6344393,9.7938587
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Parish in honor of St. Nicholas of Serbia,Цвайбрюкен,https://rocor.de/,Germany,"Karlstr. 3,
66482 Zweibrücken",49.2477519,7.3622109
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Великобританська і Західно-Європейська єпархія РПЦЗ,Mission of St. Prince Volodymyr,Челтнем,https://orthodox-europe.org,Great Britain,"St John Chrysostom Greek Orthodox Church
Bentham Lane, Bentham, Cheltenham, GL3 4UG ",51.8469061,-2.1273519
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,"Church in honor of the Nativity of the Holy Prophet, Forerunner and Baptist of the Lord John",Штраубінг,https://rocor.de/,Germany,"Tilsiterstr. 7,
94315 Straubing",48.8914812,12.6032295
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of St. Nicholas,Штутгарт,https://rocor.de/,Germany,"Seidenstr. 69,
70174 Stuttgart",48.7840386,9.163452399999999
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Temple-tomb of Queen Catherine Pavlovna of Württemberg,Штутгарт-Ротенберг,https://rocor.de/,Germany,"Württembergstraße 340,
70327 Stuttgart-Rotenberg",48.7813702,9.2688647
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,,"Compound of the Russian Orthodox Church, Church of the Holy First Apostles Peter and Paul near Karlovy Vary",,http://podvorie.cz/,Czech Republic,"Krále Jiřího 2c, 360 01 Karlovy Vary, Česká republika",50.224647,12.874911
